Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 4948 sentence pairs
Counting words...
Counted words:
TRAIN_SRC 129
TRAIN_TAR 31
sentence, trueltl, rank, variants, goodvariants
"always avoid going to landmark three through the yellow room", "~ ( yellow_room ) U ( landmark_3 )", 0, 100, 69
"avoid the yellow room and go to the second floor . if you reached the second floor then you may go to the yellow room or just stay on the second floor .", "~ ( yellow_room ) U ( second_floor )", 0, 100, 41
"remain on the third floor while going to the blue room .", "F ( blue_room ) & G ( third_floor )", 0, 100, 35
"stay away from the blue room and go to landmark three .", "F ( landmark_3 & ~blue_room )", 0, 100, 22
"go to landmark three but do not enter the yellow room first .", "~ ( yellow_room ) U ( landmark_3 )", 0, 100, 54
"go to or through the twond floor always avoid going through the blue room", "~ ( blue_room ) U ( first_floor )", 2, 100, 61
"go from twond floor to orange room .", "F ( third_floor & F ( orange_room ) )", 0, 100, 53
"proceed to the green room but do n t leave the first floor .", "F ( green_room ) & G ( first_floor )", 0, 100, 43
"navigate to the red room before you go to landmark two .", "F ( red_room & F ( landmark_2 ) )", 0, 100, 56
"avoid the purple room navigate to the yellow room .", "F ( yellow_room & ~purple_room )", 0, 100, 45
"go through the orange room before going to the purple room .", "F ( orange_room & F ( purple_room ) )", 1, 100, 44
"remain on the third floor and move to the yellow room .", "F ( yellow_room ) & G ( third_floor )", 0, 100, 37
"go from the first floor to landmark two .", "F ( first_floor & F ( landmark_2 ) )", 0, 100, 37
"go to landmark two after going to landmark one .", "F ( landmark_1 & F ( landmark_2 ) )", 0, 100, 70
"advance to landmark three but always avoid the purple room .", "F ( landmark_3 & ~purple_room )", 0, 100, 36
"go directly to the purple room without changing floors .", "F ( purple_room ) & G ( third_floor )", 1, 100, 45
"go to the green room then go to landmark two .", "F ( green_room & F ( landmark_2 ) )", 0, 100, 47
"first go to landmark two then go to the blue room .", "F ( landmark_2 & F ( blue_room ) )", 0, 100, 50
"go through the red room then to the third floor .", "F ( red_room & F ( third_floor ) )", 0, 100, 45
"avoid the purple room and go to landmark one . if you reached the green room you can now go to the purple room or stay on landmark one .", "~ ( purple_room ) U ( landmark_1 )", 0, 100, 50
"go to the green room before you go to landmark three .", "F ( green_room & F ( landmark_3 ) )", 0, 100, 39
"go to landmark two avoid the blue room until you have been to the landmark .", "~ ( blue_room ) U ( landmark_2 )", 0, 100, 75
"proceed to the red room without going to any other floors .", "F ( red_room ) & G ( third_floor )", 0, 100, 53
"go to the third floor and then head to landmark three .", "F ( third_floor & F ( landmark_3 ) )", 0, 100, 40
"stay in the yellow room and go to landmark one", "F ( landmark_1 ) & G ( yellow_room )", 0, 100, 34
"always avoid the green room and go to landmark two .", "F ( landmark_2 & ~green_room )", 0, 100, 29
"avoid landmark two until you pass through orange room .", "~ ( landmark_2 ) U ( orange_room )", 0, 100, 37
"go to the orange room by avoiding landmark three and then stay in the orange room or continue to landmark three", "~ ( landmark_3 ) U ( orange_room )", 0, 100, 28
"move to landmark two without leaving the second floor .", "F ( landmark_2 ) & G ( second_floor )", 0, 100, 40
"visit landmark one but do n t leave the first floor .", "F ( landmark_1 ) & G ( first_floor )", 0, 100, 36
"go to the orange room while staying on the third floor .", "F ( orange_room ) & G ( third_floor )", 0, 100, 32
"avoid the red room until navigating to the blue room .", "~ ( red_room ) U ( blue_room )", 0, 100, 62
"always avoid landmark three and go to the blue room .", "F ( blue_room & ~landmark_3 )", 0, 100, 72
"go to the orange room through the first floor", "F ( first_floor & F ( orange_room ) )", 0, 100, 58
"go to the red room while always avoiding landmark three", "F ( red_room & ~landmark_3 )", 0, 100, 63
"go to landmark one while staying on the second floor .", "F ( landmark_1 ) & G ( second_floor )", 0, 100, 35
"go through the purple room first then go to the yellow room .", "F ( purple_room & F ( yellow_room ) )", 0, 100, 54
"go to landmark one then down to the purple room .", "F ( landmark_3 & F ( purple_room ) )", 2, 100, 41
"go to or through the twond floor always avoid going through the green room", "~ ( green_room ) U ( second_floor )", 1, 100, 55
"move to the third floor travelling through the red room .", "F ( red_room & F ( third_floor ) )", 0, 100, 49
"proceed to landmark three but never move outside of the red room .", "F ( landmark_3 ) & G ( red_room )", 0, 100, 41
"avoid the first and third floor and go to landmark one .", "F ( landmark_1 ) & G ( first_floor )", 1, 100, 37
"head to the green room and then head to the second floor .", "F ( green_room & F ( second_floor ) )", 0, 100, 27
"pass through the blue room on your way to the second floor .", "F ( blue_room & F ( second_floor ) )", 0, 100, 42
"move to the orange room first then travel to landmark three .", "F ( orange_room & F ( landmark_3 ) )", 0, 100, 36
"go to the second floor before you go to the first floor .", "F ( second_floor & F ( first_floor ) )", 2, 100, 41
"head to the red room and then head to the first floor .", "F ( red_room & F ( first_floor ) )", 0, 100, 37
"proceed to landmark two but never move outside of the purple room .", "F ( landmark_2 ) & G ( purple_room )", 0, 100, 30
"avoid landmark two until reaching the purple room .", "~ ( landmark_2 ) U ( purple_room )", 0, 100, 51
"go through the second floor and navigate to the purple room .", "F ( second_floor & F ( purple_room ) )", 0, 100, 41
"go through the orange room then make your way to landmark three .", "F ( orange_room & F ( landmark_3 ) )", 0, 100, 33
"go to the green room without going to the orange room . if you reached the green room now you can go to the orange room .", "~ ( orange_room ) U ( green_room )", 1, 100, 52
"avoid the orange room until you go to the green room .", "~ ( orange_room ) U ( green_room )", 0, 100, 58
"stay on the second floor and go to the orange room .", "F ( orange_room ) & G ( second_floor )", 0, 100, 39
"go to landmark one while always avoiding the red room", "F ( landmark_1 & ~red_room )", 0, 100, 36
"avoid the yellow room on your way to the purple room . once you get to the purple room you can to the yellow room .", "~ ( yellow_room ) U ( purple_room )", 0, 100, 35
"go through the purple room before going to landmark one", "F ( purple_room & F ( landmark_1 ) )", 0, 100, 21
"always avoid landmark three and go to landmark one", "F ( landmark_1 & ~landmark_3 )", 2, 100, 47
"move to the green room and then the yellow room .", "F ( green_room & F ( yellow_room ) )", 0, 100, 61
"go to the second floor and then to landmark three .", "F ( second_floor & F ( landmark_3 ) )", 0, 100, 35
"while always avoiding the blue room go to landmark two .", "F ( landmark_2 & ~blue_room )", 0, 100, 32
"go to the third floor without going through the green room . if you reached the third floor then you can go to the green room or be done .", "~ ( green_room ) U ( third_floor )", 0, 100, 40
"move to anywhere on the second floor then move to anywhere on the first floor .", "F ( second_floor & F ( first_floor ) )", 0, 100, 46
"go to the second floor without going through the blue room . if you reached the second floor then you can go to the blue room or be done .", "~ ( blue_room ) U ( second_floor )", 0, 100, 43
"go through the yellow room before going to the purple room .", "F ( yellow_room & F ( purple_room ) )", 0, 100, 55
"go through landmark two before going to the second floor .", "F ( landmark_2 & F ( second_floor ) )", 0, 100, 38
"go to the green room through the third floor", "F ( third_floor & F ( green_room ) )", 0, 100, 44
"always navigate to blue room and then proceed to second floor .", "F ( blue_room & F ( second_floor ) )", 0, 100, 36
"stay in the blue room and go to landmark one", "F ( landmark_1 ) & G ( blue_room )", 0, 100, 33
"move to the third floor without entering the purple room .", "F ( third_floor & ~purple_room )", 0, 100, 43
"go to the orange room by touching the purple room .", "F ( purple_room & F ( orange_room ) )", 0, 100, 50
"go to the purple room through landmark one .", "F ( landmark_1 & F ( purple_room ) )", 0, 100, 42
"advance to landmark three but always avoid the green room .", "F ( landmark_3 & ~green_room )", 0, 100, 20
"go to the green room by avoiding landmark one . if you reached the green room then you can proceed to landmark one .", "~ ( landmark_1 ) U ( green_room )", 0, 100, 51
"pass through landmark two before going to the first floor .", "F ( landmark_2 & F ( first_floor ) )", 0, 100, 37
"go to the purple room before going to the green room .", "F ( purple_room & F ( green_room ) )", 0, 100, 43
"go to the yellow room without touching landmark one .", "F ( yellow_room & ~landmark_3 )", 7, 100, 49
"go through landmark one to the blue room .", "F ( landmark_1 & F ( blue_room ) )", 0, 100, 47
"navigate to the green room but never go to the purple room .", "F ( green_room & ~purple_room )", 0, 100, 39
"first go to the red room and then go to landmark one .", "F ( red_room & F ( landmark_1 ) )", 0, 100, 50
"navigate to the second floor via the blue room .", "F ( blue_room & F ( second_floor ) )", 0, 100, 34
"avoid landmark three and move into the blue room .", "F ( blue_room & ~landmark_3 )", 0, 100, 67
"move to the purple room .", "F ( purple_room )", 0, 100, 23
"avoid the red room until after you ve gone to the green room .", "~ ( red_room ) U ( green_room )", 3, 100, 53
"go to landmark two and remain within the purple room .", "F ( landmark_2 ) & G ( purple_room )", 0, 100, 27
"stay on the second floor while going to the red room .", "F ( red_room ) & G ( second_floor )", 0, 100, 37
"avoid landmark three until navigating to landmark one .", "~ ( landmark_3 ) U ( landmark_1 )", 3, 100, 50
"go to the yellow room while always avoiding the green room", "F ( yellow_room & ~green_room )", 0, 100, 33
"avoid the purple room until going to the green room .", "~ ( purple_room ) U ( green_room )", 0, 100, 45
"go from the red room to the yellow room", "F ( red_room & F ( yellow_room ) )", 0, 100, 53
"navigate through landmark one then go to landmark two .", "F ( landmark_1 & F ( landmark_2 ) )", 0, 100, 52
"always avoid the purple room and go to landmark one .", "F ( landmark_1 & ~purple_room )", 0, 100, 52
"first go to the blue room and then go to landmark three .", "F ( blue_room & F ( landmark_3 ) )", 0, 100, 40
"avoid the green room", "F ( first_floor & ~green_room )", 2, 100, 45
"go to the blue room and then go to the green room .", "F ( blue_room & F ( green_room ) )", 0, 100, 51
"navigate through landmark three and go to the green room .", "F ( landmark_3 & F ( green_room ) )", 0, 100, 42
"always avoid landmark three and navigate to the purple room .", "F ( purple_room & ~landmark_3 )", 0, 100, 64
"go through landmark three on your way to the first floor .", "F ( landmark_3 & F ( first_floor ) )", 0, 100, 30
"avoid landmark three until after the yellow room", "~ ( landmark_3 ) U ( yellow_room )", 0, 100, 53
"stay in the red room to navigate to landmark one .", "F ( landmark_1 ) & G ( red_room )", 0, 100, 35
"go to the purple room through the first floor", "F ( first_floor & F ( purple_room ) )", 0, 100, 46
"avoid the green room and go to the yellow room .", "F ( yellow_room & ~green_room )", 0, 100, 27
"move to the green room then continue to the red room .", "F ( green_room & F ( red_room ) )", 0, 100, 54
"avoid landmark one until navigating to landmark three .", "~ ( landmark_1 ) U ( landmark_3 )", 0, 100, 56
"go to the green room without touching landmark three .", "F ( green_room & ~landmark_3 )", 0, 100, 63
"stay on the third floor and go to landmark one .", "F ( landmark_1 ) & G ( third_floor )", 0, 100, 31
"go through landmark three then go to landmark two .", "F ( landmark_3 & F ( landmark_2 ) )", 1, 100, 58
"move to the second floor and then head to landmark two .", "F ( second_floor & F ( landmark_2 ) )", 0, 100, 46
"go to the green room then go to the red room .", "F ( green_room & F ( red_room ) )", 0, 100, 50
"go to the twond floor while always avoiding the purple room", "F ( first_floor & ~purple_room )", 2, 100, 48
"go through the first floor and navigate to the purple room .", "F ( first_floor & F ( purple_room ) )", 0, 100, 33
"avoid landmark two until going to the yellow room .", "~ ( landmark_2 ) U ( yellow_room )", 1, 100, 61
"go to the blue room and go down to the onest floor .", "F ( blue_room & F ( second_floor ) )", 2, 100, 51
"go to the first floor but avoid landmark three .", "F ( first_floor & ~landmark_3 )", 0, 100, 65
"navigate to the purple room but never go to the green room .", "F ( purple_room & ~green_room )", 0, 100, 48
"avoid the red room until you enter the blue room .", "~ ( red_room ) U ( blue_room )", 0, 100, 61
"avoid the red room until going to the purple room .", "~ ( red_room ) U ( purple_room )", 0, 100, 62
"stay on the third floor while navigating to landmark two .", "F ( landmark_2 ) & G ( third_floor )", 0, 100, 36
"do n t leave the red room and go to landmark two .", "F ( landmark_2 ) & G ( red_room )", 0, 100, 32
"always go through the orange room before going to landmark three .", "F ( orange_room & F ( landmark_3 ) )", -1, 100, 0
"go from the onest floor to landmark one", "F ( third_floor & F ( landmark_1 ) )", 1, 100, 45
"go to the second floor without going through the orange room . if you reached the second floor then you can go to the orange room or be done .", "~ ( orange_room ) U ( second_floor )", 0, 100, 54
"go to orange room but do not go to red room .", "F ( orange_room & ~red_room )", 0, 100, 35
"avoid landmark two until going to the orange room .", "~ ( landmark_2 ) U ( orange_room )", 0, 100, 46
"go to the green room by touching the yellow room .", "F ( yellow_room & F ( green_room ) )", 0, 100, 63
"go to landmark two .", "F ( landmark_2 )", -1, 100, 22
"go to the yellow room through landmark two .", "F ( landmark_2 & F ( yellow_room ) )", 0, 100, 55
"go to the second floor and then go to the purple room .", "F ( second_floor & F ( purple_room ) )", 0, 100, 45
"go through the red room before going to landmark two", "F ( red_room & F ( landmark_2 ) )", -1, 100, 0
"go to orange room and then to red room", "F ( orange_room & F ( red_room ) )", 0, 100, 49
"remain on the third floor and move to the orange room .", "F ( orange_room ) & G ( third_floor )", 0, 100, 35
"go to the orange room then go to landmark one .", "F ( orange_room & F ( landmark_1 ) )", 0, 100, 43
"go to the orange room avoiding landmark three .", "F ( orange_room & ~landmark_3 )", 0, 100, 37
"avoid the green room until going to the first floor .", "~ ( green_room ) U ( first_floor )", 0, 100, 40
"head to the red room but make sure to go through the orange room first .", "F ( orange_room & F ( red_room ) )", 1, 100, 49
"go to the purple room by avoiding landmark three and then stay in the purple room or continue to landmark three", "~ ( landmark_3 ) U ( purple_room )", 0, 100, 31
"always avoid the green room and go to landmark one .", "F ( landmark_1 & ~green_room )", 0, 100, 24
"go to landmark two and then go to the onest floor .", "F ( landmark_2 & F ( third_floor ) )", 2, 100, 38
"avoid the red room until passing landmark two .", "~ ( red_room ) U ( landmark_2 )", 0, 100, 69
"avoid the red room until after going to the third floor .", "~ ( red_room ) U ( third_floor )", 0, 100, 52
"go through landmark one before going to the green room .", "F ( landmark_1 & F ( green_room ) )", 0, 100, 41
"head to the red room but make sure to go through the blue room first .", "F ( blue_room & F ( red_room ) )", 0, 100, 58
"go to the yellow room then go to the red room .", "F ( yellow_room & F ( red_room ) )", 0, 100, 47
"go to the green room without going to the red room", "F ( green_room & ~red_room )", 0, 100, 52
"go to the second floor then navigate to the green room .", "F ( second_floor & F ( green_room ) )", 0, 100, 43
"go through the first floor to the blue room", "F ( first_floor & F ( blue_room ) )", 0, 100, 43
"go to landmark three then go to landmark two .", "F ( landmark_3 & F ( landmark_2 ) )", 1, 100, 59
"go to the twond floor avoiding the orange room . if you reached the first floor you can stay there or head to the orange room .", "~ ( orange_room ) U ( first_floor )", 0, 100, 54
"navigate from the first floor to the blue room .", "F ( first_floor & F ( blue_room ) )", 0, 100, 41
"without stepping outside of the green room go to landmark three .", "F ( landmark_3 ) & G ( green_room )", 0, 100, 26
"navigate to the orange room but never go to the blue room .", "F ( orange_room & ~blue_room )", 0, 100, 43
"go directly to the green room without changing floors and then go to landmark one .", "F ( landmark_1 ) & G ( second_floor )", 1, 100, 63
"go to the onest floor", "F ( third_floor )", 2, 100, 21
"always go through the orange room and then to landmark one .", "F ( orange_room & F ( landmark_1 ) )", 0, 100, 45
"visit the purple room and then move to the second floor .", "F ( purple_room & F ( second_floor ) )", 0, 100, 31
"go to the blue room but do not enter the orange room first .", "~ ( orange_room ) U ( blue_room )", 0, 100, 55
"go to landmark two then head to the first floor .", "F ( landmark_2 & F ( first_floor ) )", 0, 100, 34
"go to or through the blue room always avoid going to the blue room through the purple room", "~ ( purple_room ) U ( blue_room )", 0, 100, 63
"proceed to the orange room but do n t leave the third floor .", "F ( orange_room ) & G ( third_floor )", 0, 100, 29
"go to the second floor while always avoiding the red room .", "F ( second_floor & ~red_room )", 0, 100, 50
"go through the blue room to the second floor .", "F ( blue_room & F ( second_floor ) )", 0, 100, 34
"go to the yellow room by touching the orange room .", "F ( orange_room & F ( yellow_room ) )", 0, 100, 57
"navigate to the third floor through the yellow room .", "F ( yellow_room & F ( third_floor ) )", 0, 100, 44
"navigate through landmark one and go to the purple room .", "F ( landmark_1 & F ( purple_room ) )", 0, 100, 36
"go to or through the third floor always avoid going through the yellow room", "~ ( yellow_room ) U ( third_floor )", 0, 100, 40
"go to the first floor then go to the second floor .", "F ( first_floor & F ( second_floor ) )", 1, 100, 36
"stay on the second floor and go to landmark two .", "F ( landmark_2 ) & G ( second_floor )", 0, 100, 41
"stay in the yellow room to navigate to landmark three .", "F ( landmark_3 ) & G ( yellow_room )", 0, 100, 28
"go to landmark one and remain within the purple room .", "F ( landmark_1 ) & G ( purple_room )", 0, 100, 30
"avoid the red room until you go to the third floor .", "~ ( red_room ) U ( third_floor )", 0, 100, 54
"avoid the orange room until navigating to the purple room .", "~ ( orange_room ) U ( purple_room )", 1, 100, 46
"always navigate to yellow room and then proceed to third floor .", "F ( yellow_room & F ( third_floor ) )", 0, 100, 38
"from the first floor navigate to the green room .", "F ( first_floor & F ( green_room ) )", 0, 100, 37
"go to the yellow room by first going through the orange room .", "F ( orange_room & F ( yellow_room ) )", 0, 100, 61
"avoid the purple room until after you ve gone to the green room .", "~ ( purple_room ) U ( green_room )", 0, 100, 48
"go to landmark two but always stay away from landmark three .", "F ( landmark_2 & ~landmark_3 )", 0, 100, 49
"advance to landmark one but always avoid the red room .", "F ( landmark_1 & ~red_room )", 0, 100, 49
"go to the green room and if you have reached the green room you may proceed to the yellow room or stay in the green room .", "~ ( yellow_room ) U ( green_room )", 2, 100, 58
"go to landmark one but do not first go through the yellow room .", "~ ( yellow_room ) U ( landmark_1 )", 0, 100, 58
"always avoid the blue room and go to landmark two .", "F ( landmark_2 & ~blue_room )", 0, 100, 35
"navigate to landmark two then continue to the yellow room .", "F ( landmark_2 & F ( yellow_room ) )", 0, 100, 54
"move to the green room but ensure to go to the twond floor first .", "F ( first_floor & F ( green_room ) )", 0, 100, 55
"go through the orange room to the first floor .", "F ( orange_room & F ( first_floor ) )", 0, 100, 37
"go to landmark one and then the purple room", "F ( landmark_1 & F ( purple_room ) )", 0, 100, 56
"go to the third floor without going through the red room . if you reached the third floor then you can go to the red room or be done .", "~ ( red_room ) U ( third_floor )", 0, 100, 42
"go to the yellow room without going to another floor .", "F ( yellow_room ) & G ( third_floor )", 0, 100, 47
"go through landmark two and navigate to the purple room .", "F ( landmark_2 & F ( purple_room ) )", 0, 100, 37
"without stepping outside of the orange room go to landmark one .", "F ( landmark_1 ) & G ( orange_room )", 0, 100, 26
"stay in the red room to get to landmark three .", "F ( landmark_3 ) & G ( red_room )", 0, 100, 38
"go to the yellow room but avoid landmark two . if you reached to the yellow room then you can head to landmark two or stay put .", "~ ( landmark_2 ) U ( yellow_room )", 0, 100, 50
"go to the twond floor and then go to the green room .", "F ( third_floor & F ( green_room ) )", 1, 100, 54
"navigate to the orange room by passing through the second floor .", "F ( second_floor & F ( orange_room ) )", 0, 100, 49
"avoid landmark two until navigating to the green room .", "~ ( landmark_2 ) U ( green_room )", 1, 100, 61
"go to landmark three before going to the orange room .", "F ( landmark_3 & F ( orange_room ) )", 0, 100, 47
"stay in the yellow room to navigate to landmark two .", "F ( landmark_2 ) & G ( yellow_room )", 0, 100, 42
"go to landmark one only through the twond floor", "F ( landmark_1 ) & G ( first_floor )", 1, 100, 48
"go through the yellow room before navigating to landmark two .", "F ( yellow_room & F ( landmark_2 ) )", 0, 100, 52
"go to the third floor without going to the red room .", "F ( third_floor & ~red_room )", 0, 100, 44
"go to landmark one after navigating to the third floor .", "F ( third_floor & F ( landmark_1 ) )", 0, 100, 53
"go to the yellow room only through the onest floor", "F ( yellow_room ) & G ( second_floor )", 2, 100, 47
"avoid the purple room until you go to the red room .", "~ ( purple_room ) U ( red_room )", 0, 100, 49
"go to the yellow room before going to the red room .", "F ( yellow_room & F ( red_room ) )", 0, 100, 48
"avoid the purple room until going to landmark three .", "~ ( purple_room ) U ( landmark_3 )", 0, 100, 48
"avoid the orange room until you go to the first floor .", "~ ( orange_room ) U ( first_floor )", 0, 100, 40
"go to landmark one without leaving purple room .", "F ( landmark_1 ) & G ( purple_room )", 0, 100, 41
"stay in the green room and go to landmark one", "F ( landmark_1 ) & G ( green_room )", 0, 100, 30
"go to landmark one by going through landmark three", "F ( landmark_3 & F ( landmark_1 ) )", 0, 100, 42
"navigate to the third floor but do n t ever go to landmark two .", "F ( third_floor & ~landmark_2 )", 0, 100, 32
"avoid the orange room until after you ve gone to the purple room .", "~ ( orange_room ) U ( purple_room )", 0, 100, 52
"head to the blue room but first go to the third floor .", "F ( third_floor & F ( blue_room ) )", 0, 100, 45
"first go to the purple room and then go to landmark three .", "F ( purple_room & F ( landmark_3 ) )", 0, 100, 48
"go to landmark one after navigating to the first floor .", "F ( first_floor & F ( landmark_1 ) )", 0, 100, 47
"go to landmark two by avoiding the orange room and then stay there or continue to the orange room .", "~ ( orange_room ) U ( landmark_2 )", 1, 100, 53
"move to the first floor .", "F ( first_floor )", 0, 100, 20
"stay on the first floor while going to the yellow room .", "F ( yellow_room ) & G ( first_floor )", 0, 100, 33
"go through landmark one before going to the first floor .", "F ( landmark_1 & F ( first_floor ) )", 0, 100, 34
"go from the second floor to the purple room", "F ( second_floor & F ( purple_room ) )", 0, 100, 38
"always avoid the orange room and navigate to the second floor .", "F ( second_floor & ~orange_room )", 0, 100, 45
"go to the green room and if you have reached the green room you may proceed to the red room or stay in the green room .", "~ ( red_room ) U ( green_room )", 3, 100, 48
"go through the third floor to the green room .", "F ( third_floor & F ( green_room ) )", 0, 100, 39
"avoid landmark one until going to landmark three .", "~ ( landmark_1 ) U ( landmark_3 )", 0, 100, 56
"go to landmark three and then go to the onest floor .", "F ( landmark_3 & F ( second_floor ) )", 1, 100, 25
"go to landmark two .", "F ( landmark_2 ) & G ( first_floor )", 1, 100, 22
"move to the first floor by going through the blue room", "F ( blue_room & F ( first_floor ) )", 0, 100, 37
"go to landmark three by only navigating within the purple room .", "F ( landmark_3 ) & G ( purple_room )", 0, 100, 31
"go to the third floor without going to the yellow room .", "F ( third_floor & ~yellow_room )", 0, 100, 36
"go to the third floor via the orange room .", "F ( orange_room & F ( third_floor ) )", 0, 100, 49
"go to the orange room without going to the green room", "F ( orange_room & ~green_room )", 0, 100, 30
"remain on the third floor and move to the green room .", "F ( green_room ) & G ( third_floor )", 0, 100, 37
"go through landmark one before going to the blue room .", "F ( landmark_1 & F ( blue_room ) )", 0, 100, 50
"avoid the red room on your way to landmark two .", "~ ( red_room ) U ( landmark_2 )", 0, 100, 65
"visit the yellow room and then move to the second floor .", "F ( yellow_room & F ( second_floor ) )", 0, 100, 32
"always go through the red room before going to landmark one .", "F ( red_room & F ( landmark_1 ) )", 3, 100, 24
"go to landmark three but do not enter the blue room first .", "~ ( blue_room ) U ( landmark_3 )", 0, 100, 51
"go to landmark three and always avoid the orange room", "F ( landmark_3 & ~orange_room )", 0, 100, 30
"go through the orange room to the green room .", "F ( orange_room & F ( green_room ) )", 0, 100, 55
"go to the orange room without going to the blue room", "F ( orange_room & ~blue_room )", 0, 100, 43
"navigate to the yellow room through the orange room .", "F ( orange_room & F ( yellow_room ) )", 0, 100, 50
"move to landmark one but go through the blue room first .", "F ( blue_room & F ( landmark_1 ) )", 0, 100, 52
"go to the twond floor but avoid the red room .", "F ( second_floor & ~red_room )", 1, 100, 48
"go to landmark two by only navigating within the orange room .", "F ( landmark_2 ) & G ( orange_room )", 0, 100, 40
"go to the green room avoiding landmark two .", "F ( green_room & ~landmark_2 )", 0, 100, 34
"always avoid the blue room while navigating to landmark two .", "F ( landmark_2 & ~blue_room )", 0, 100, 38
"navigate to landmark three through the green room .", "F ( green_room & F ( landmark_3 ) )", 0, 100, 51
"go to the green room and avoid the yellow room .", "F ( green_room & ~yellow_room )", 0, 100, 52
"avoid the orange room until landmark three .", "~ ( orange_room ) U ( landmark_3 )", 0, 100, 39
"always go through landmark two and then to the orange room .", "F ( landmark_2 & F ( orange_room ) )", 0, 100, 45
"proceed to the yellow room .", "F ( yellow_room )", 0, 100, 22
"go through landmark one to the orange room .", "F ( landmark_1 & F ( orange_room ) )", 0, 100, 37
"move to landmark one after moving to the third floor .", "F ( third_floor & F ( landmark_1 ) )", 0, 100, 48
"head to the purple room but make sure to go through the orange room first .", "F ( orange_room & F ( purple_room ) )", 0, 100, 50
"go through the red room then make your way to landmark two .", "F ( red_room & F ( landmark_2 ) )", 0, 100, 57
"stay on the second floor while navigating to landmark two .", "F ( landmark_2 ) & G ( second_floor )", 0, 100, 40
"go to the twond floor and then go to the purple room .", "F ( first_floor & F ( purple_room ) )", 1, 100, 52
"go through the orange room to landmark two .", "F ( orange_room & F ( landmark_2 ) )", 0, 100, 50
"go to landmark three before going to the blue room .", "F ( landmark_3 & F ( blue_room ) )", 0, 100, 51
"go directly to the yellow room without changing floors .", "F ( yellow_room ) & G ( third_floor )", 0, 100, 46
"always avoid landmark three and go to the first floor .", "F ( first_floor & ~landmark_3 )", 0, 100, 66
"navigate to the first floor always avoiding the orange room .", "F ( first_floor & ~orange_room )", 0, 100, 46
"avoid the purple room until you enter the orange room .", "~ ( purple_room ) U ( orange_room )", 0, 100, 37
"go through landmark three on your way to the third floor .", "F ( landmark_3 & F ( third_floor ) )", 0, 100, 37
"go to landmark one and avoid the green room", "F ( landmark_1 & ~landmark_3 )", 18, 100, 23
"avoid the green room until reaching the second floor .", "~ ( green_room ) U ( second_floor )", 0, 100, 29
"without leaving the purple room go to landmark two .", "F ( landmark_2 ) & G ( purple_room )", 0, 100, 24
"go to landmark one then down to the yellow room .", "F ( landmark_1 & F ( yellow_room ) )", 0, 100, 47
"go to or through the twond floor always avoid going through the green room", "~ ( green_room ) U ( first_floor )", 2, 100, 55
"without stepping outside of the yellow room go to landmark three .", "F ( landmark_3 ) & G ( yellow_room )", 0, 100, 28
"pass through the yellow room on your way to the second floor .", "F ( yellow_room & F ( second_floor ) )", 0, 100, 42
"go to the blue room without ever leaving the first floor .", "F ( blue_room ) & G ( first_floor )", 0, 100, 43
"go through the orange room before going to the green room .", "F ( orange_room & F ( green_room ) )", 0, 100, 42
"go to the yellow room then go to the first floor .", "F ( yellow_room & F ( first_floor ) )", 0, 100, 38
"stay away from the orange room and go to landmark one .", "F ( landmark_1 & ~orange_room )", 0, 100, 16
"robot go to the blue room .", "F ( blue_room )", 0, 100, 21
"go from the first floor to landmark one .", "F ( first_floor & F ( landmark_1 ) )", 0, 100, 36
"go from twond floor to yellow room .", "F ( first_floor & F ( yellow_room ) )", 1, 100, 49
"avoid landmark two until you pass through blue room .", "~ ( landmark_2 ) U ( blue_room )", 0, 100, 49
"navigate to landmark one then continue to the orange room .", "F ( landmark_1 & F ( orange_room ) )", 0, 100, 41
"go to landmark two through the onest floor", "F ( second_floor & F ( landmark_2 ) )", 2, 100, 54
"go to the red room through the third floor .", "F ( third_floor & F ( red_room ) )", 0, 100, 54
"avoid the purple room until you go to the third floor .", "~ ( purple_room ) U ( third_floor )", 0, 100, 44
"go to the red room then go to the first floor .", "F ( red_room & F ( first_floor ) )", 0, 100, 39
"navigate directly to landmark three .", "F ( landmark_3 )", 0, 100, 16
"head to the orange room and then head to the third floor .", "F ( orange_room & F ( third_floor ) )", 0, 100, 24
"navigate from the first floor to the red room .", "F ( first_floor & F ( red_room ) )", 0, 100, 39
"go directly to landmark three by only moving in the green room .", "F ( landmark_3 ) & G ( green_room )", 0, 100, 34
"navigate to the red room by passing through the third floor .", "F ( third_floor & F ( red_room ) )", 0, 100, 50
"go to landmark three before going to the orange room", "F ( landmark_3 & F ( orange_room ) )", 0, 100, 48
"go to the red room then go to the yellow room .", "F ( red_room & F ( yellow_room ) )", 0, 100, 46
"first navigate to the purple room then make your way to the orange room .", "F ( purple_room & F ( orange_room ) )", 0, 100, 46
"go to the blue room before you go to landmark two .", "F ( blue_room & F ( landmark_2 ) )", 0, 100, 42
"always avoid the blue room while navigating to the first floor .", "F ( first_floor & ~blue_room )", 0, 100, 38
"go to blue room and then to red room", "F ( blue_room & F ( red_room ) )", 0, 100, 61
"go to landmark two while avoiding going through any other objects", "F ( landmark_2 ) & G ( first_floor )", 1, 100, 44
"go to landmark one without leaving the orange room .", "F ( landmark_1 ) & G ( orange_room )", 0, 100, 36
