F ( orange_room & F ( landmark_3 ) )	move to the orange room and then move to landmark three .	6
F ( first_floor & ~landmark_2 )	avoid the landmark two and go to the first floor .	6
F ( first_floor & ~orange_room )	move to the first floor without entering the orange room .	6
~ ( yellow_room ) U ( first_floor )	avoid the yellow room until you go to the first floor .	5
F ( blue_room ) & G ( second_floor )	proceed to the blue room but do n t leave the second floor .	6
F ( yellow_room & ~purple_room )	navigate to the yellow room but never go to the purple room .	6
~ ( landmark_1 ) U ( purple_room )	avoid landmark one until reaching the purple room .	5
F ( landmark_3 & ~landmark_1 )	avoid landmark one and go to landmark three .	6
F ( second_floor & ~orange_room )	avoid the orange room	6
F ( purple_room & F ( landmark_2 ) )	go to the purple room then proceed to landmark two .	6
F ( third_floor & F ( orange_room ) )	from the third floor navigate to the orange room .	6
~ ( yellow_room ) U ( third_floor )	avoid the yellow room before you navigate to the third floor .	5
~ ( purple_room ) U ( red_room )	avoid the purple room until after you ve gone to the red room .	5
~ ( yellow_room ) U ( landmark_1 )	avoid the yellow room and go to landmark one . if you reached the green room you can now go to the yellow room or stay on landmark one .	5
F ( yellow_room & ~landmark_2 )	go to the yellow room while always avoiding landmark two	6
F ( landmark_3 & ~blue_room )	advance to landmark three but always avoid the blue room .	6
F ( third_floor & ~blue_room )	move to the third floor without entering the blue room .	6
~ ( landmark_1 ) U ( orange_room )	move to the orange room avoiding landmark one . if you got to the orange room then you can continue to landmark one .	5
F ( second_floor & F ( yellow_room ) )	go to the twond floor and then go to the yellow room .	6
F ( purple_room & ~landmark_3 )	go to a spot in the purple room but do n t touch landmark three .	6
~ ( purple_room ) U ( blue_room )	go to the blue room without going to the purple room . if you reached the blue room now you can go to the purple room .	5
F ( third_floor & ~green_room )	always avoid the green room go to the third floor .	6
F ( green_room ) & G ( second_floor )	navigate to the green room staying on the second floor .	6
F ( third_floor & ~purple_room )	always avoid the purple room and navigate to the third floor .	6
~ ( landmark_1 ) U ( yellow_room )	go to the yellow room by avoiding landmark one . if you reached the yellow room then you can proceed to landmark one .	5
F ( landmark_1 ) & G ( third_floor )	avoid the first floor and the third floor and go to landmark one .	6
F ( green_room & F ( red_room ) )	first navigate to the green room then make your way to the red room .	6
F ( landmark_2 ) & G ( purple_room )	do n t leave the purple room and go to landmark two .	6
~ ( red_room ) U ( third_floor )	avoid the red room until reaching the third floor .	5
F ( landmark_1 & ~landmark_3 )	always avoid landmark three and navigate to landmark one .	6
F ( blue_room & ~landmark_1 )	always avoid landmark one and go to the blue room .	6
F ( blue_room & F ( landmark_3 ) )	move to landmark three but go through the blue room first .	6
F ( green_room & F ( yellow_room ) )	proceed to the yellow room by going through the green room .	6
F ( landmark_1 & F ( yellow_room ) )	go to landmark one and then go to the yellow room .	6
F ( landmark_1 & F ( orange_room ) )	first go to landmark one then go to the orange room .	6
F ( landmark_2 & ~blue_room )	advance to landmark two but always avoid the blue room .	6
F ( red_room & ~landmark_2 )	go to the red room without going to landmark two .	6
F ( green_room & F ( third_floor ) )	navigate to the third floor through the green room .	6
F ( landmark_2 & F ( first_floor ) )	always proceed to landmark one and then to the first floor .	6
~ ( red_room ) U ( blue_room )	go to the blue room while avoiding the red room and if you have reached the blue room then you can go to the red room .	5
~ ( landmark_3 ) U ( orange_room )	go to the orange room avoiding landmark three . if you reached the orange room then you may go to landmark three .	5
F ( yellow_room & F ( orange_room ) )	go to the yellow room before going to the orange room .	6
F ( red_room & F ( third_floor ) )	go through the red room and navigate to the third floor .	6
F ( purple_room & F ( second_floor ) )	go through the purple room to the second floor .	6
F ( landmark_3 & F ( landmark_2 ) )	go to landmark three then up to landmark two .	6
F ( landmark_3 ) & G ( purple_room )	go to landmark three and remain within the purple room .	6
F ( landmark_3 & F ( orange_room ) )	go through landmark three before going to the orange room .	6
F ( second_floor & F ( red_room ) )	from the second floor navigate to the red room .	6
F ( landmark_2 & F ( yellow_room ) )	go to landmark two and then go to the yellow room .	6
F ( green_room & F ( yellow_room ) )	navigate to the yellow room through the green room .	6
~ ( landmark_3 ) U ( red_room )	go to or through the red room always avoid going to the red room through landmark three	5
F ( landmark_2 ) & G ( second_floor )	go to landmark two avoiding the first and third floors .	6
F ( yellow_room & F ( third_floor ) )	go to the third floor through the yellow room .	6
F ( green_room & ~orange_room )	navigate to the green room always avoiding the orange room .	6
~ ( yellow_room ) U ( landmark_2 )	always avoid going to landmark two through the yellow room	5
~ ( orange_room ) U ( landmark_2 )	do n t go into the orange room until going to landmark two	5
~ ( purple_room ) U ( landmark_1 )	avoid the purple room until passing landmark one .	5
~ ( blue_room ) U ( landmark_3 )	move to landmark three without entering the blue room . then you may stay at landmark three or go to the blue room .	5
F ( landmark_2 ) & G ( second_floor )	avoid the first floor and the third floor and go to landmark two .	6
F ( third_floor & ~yellow_room )	go to the third floor while always avoiding the yellow room .	6
F ( third_floor & ~green_room )	go to the third floor but never go to the green room .	6
F ( orange_room & ~landmark_2 )	go to the orange room while always avoiding landmark two	6
F ( landmark_2 & F ( yellow_room ) )	first go to to landmark two then go to the yellow room .	6
F ( orange_room ) & G ( second_floor )	proceed to the orange room without going to any other floors .	6
F ( first_floor & F ( green_room ) )	go to the first floor then go to the green room .	6
F ( yellow_room & ~green_room )	navigate to the yellow room always avoiding the green room .	6
F ( orange_room & F ( purple_room ) )	first navigate to the orange room then make your way to the purple room .	6
F ( second_floor & F ( red_room ) )	go from the second floor to the red room .	6
F ( landmark_1 & F ( second_floor ) )	always pass landmark one to get to level one .	6
~ ( landmark_3 ) U ( purple_room )	avoid landmark three until going to the purple room .	5
~ ( purple_room ) U ( landmark_2 )	avoid the purple room until landmark two .	5
F ( first_floor & F ( landmark_3 ) )	go from the onest floor to landmark three	6
F ( landmark_3 & F ( orange_room ) )	first move to landmark three then navigate to the orange room .	6
~ ( orange_room ) U ( landmark_2 )	go to landmark two but do not first go through the orange room .	5
F ( second_floor & ~yellow_room )	go to the twond floor while always avoiding the yellow room	6
F ( landmark_2 & ~orange_room )	go to landmark two while always avoiding the orange room	6
F ( orange_room & F ( landmark_1 ) )	move to the orange room first then travel to landmark one .	6
~ ( landmark_3 ) U ( orange_room )	avoid landmark three until going to the orange room .	5
F ( orange_room ) & G ( second_floor )	do not navigate away from the second floor and go to the orange room .	6
F ( third_floor & ~green_room )	go to third floor without going into the green room	6
F ( landmark_2 ) & G ( red_room )	stay in the red room to navigate to landmark two .	6
F ( landmark_3 & F ( orange_room ) )	navigate to landmark three then continue to the orange room .	6
F ( blue_room & F ( second_floor ) )	visit the blue room and then move to the second floor .	6
~ ( purple_room ) U ( yellow_room )	avoid the purple room until going to the yellow room .	5
F ( second_floor & F ( orange_room ) )	go to the second floor then navigate to the orange room .	6
~ ( landmark_3 ) U ( blue_room )	go to the blue room but avoid landmark three . if you reached to the blue room then you can head to landmark three or stay put .	5
F ( third_floor & F ( first_floor ) )	navigate to the third floor before going to the first floor .	6
F ( landmark_1 & F ( red_room ) )	always go through landmark one and then to the red room .	6
F ( second_floor & F ( landmark_2 ) )	go to the second floor before you navigate to landmark two .	6
F ( landmark_3 & F ( landmark_2 ) )	go to landmark two through landmark three	6
F ( purple_room & F ( landmark_3 ) )	move to the purple room and then move to landmark three .	6
F ( first_floor & F ( second_floor ) )	navigate to the first floor before going to the second floor .	6
F ( blue_room & F ( landmark_2 ) )	head to landmark two after going to the blue room .	6
~ ( green_room ) U ( red_room )	avoid the green room until after navigating to the red room .	5
F ( first_floor & ~landmark_1 )	go to the first floor avoiding landmark one .	6
F ( landmark_3 & F ( blue_room ) )	go through landmark three to the blue room .	6
F ( landmark_1 & F ( landmark_2 ) )	go to landmark one before going to landmark two .	6
F ( landmark_2 & F ( first_floor ) )	go through landmark two to the first floor .	6
~ ( landmark_2 ) U ( green_room )	avoid landmark two until after the green room	5
F ( landmark_2 ) & G ( green_room )	go to landmark two without leaving the green room .	6
F ( green_room & F ( landmark_2 ) )	navigate to the green room then continue to landmark two .	6
F ( orange_room & F ( second_floor ) )	move towards orange room and then to second floor .	6
F ( yellow_room & ~landmark_2 )	go to the yellow room without going to landmark two .	6
~ ( red_room ) U ( landmark_1 )	always avoid going to landmark one through the red room	5
F ( landmark_2 & F ( third_floor ) )	go to landmark two then go to the third floor .	6
F ( third_floor & F ( green_room ) )	go from the twond floor to the green room	6
F ( green_room & F ( red_room ) )	go to the red room by first going through the green room .	6
F ( third_floor & F ( green_room ) )	head to the green room but first go to the third floor .	6
~ ( landmark_3 ) U ( yellow_room )	avoid landmark three until navigating to the yellow room .	5
F ( landmark_1 & F ( landmark_3 ) )	go through landmark one to landmark three .	6
F ( landmark_1 ) & G ( green_room )	go directly to landmark one and do not leave the green room .	6
~ ( green_room ) U ( landmark_2 )	avoid the green room until reaching landmark two .	5
F ( yellow_room & F ( purple_room ) )	go to the yellow room and then navigate to the purple room .	6
~ ( blue_room ) U ( landmark_3 )	go to landmark three avoiding the blue room . then go to the blue room or stay on landmark three .	5
F ( purple_room & F ( orange_room ) )	always go through the purple room to get to the orange room .	6
F ( landmark_3 & ~orange_room )	go to landmark three while always avoiding the orange room .	6
F ( first_floor & F ( yellow_room ) )	go to the twond floor then go to the yellow room	6
F ( blue_room & F ( second_floor ) )	move to the second floor travelling through the blue room .	6
F ( landmark_1 & F ( landmark_3 ) )	go to landmark three after going to landmark one .	6
F ( first_floor & F ( landmark_1 ) )	move to landmark one but travel to the onest floor first .	6
F ( landmark_3 & ~landmark_1 )	go to landmark three but always stay away from landmark one .	6
F ( landmark_1 & F ( red_room ) )	go to landmark one before going to the red room .	6
F ( third_floor & F ( landmark_1 ) )	move to landmark one but travel to the onest floor first .	6
F ( third_floor & F ( red_room ) )	go to the third floor then go to the red room	6
F ( second_floor & F ( landmark_2 ) )	navigate to landmark two through the second floor .	6
~ ( yellow_room ) U ( red_room )	go to the red room but do not enter the yellow room first .	5
F ( landmark_1 & F ( green_room ) )	navigate to landmark one then continue to the green room .	6
F ( landmark_1 ) & G ( third_floor )	avoid the first and third floor and go to landmark one .	6
F ( yellow_room & F ( first_floor ) )	go to the first floor by first going through the yellow room .	6
~ ( orange_room ) U ( purple_room )	go to or through the purple room always avoid going to the purple room through the orange room	5
F ( third_floor & F ( second_floor ) )	move to anywhere on the third floor then move to anywhere on the second floor .	6
~ ( green_room ) U ( third_floor )	go to the third floor but do not go through the green room first .	5
F ( blue_room & F ( landmark_1 ) )	always go through the blue room before going to landmark one .	6
F ( second_floor & F ( landmark_1 ) )	go through the second floor to landmark one .	6
F ( landmark_1 & F ( landmark_2 ) )	go through landmark one then go to landmark two .	6
F ( yellow_room & F ( landmark_3 ) )	first go to the yellow room and then go to landmark three .	6
F ( orange_room & F ( red_room ) )	go to the red room by first going through the orange room .	6
F ( green_room & F ( third_floor ) )	go through the green room then to the third floor .	6
F ( first_floor & F ( red_room ) )	go from the twond floor to the red room	6
F ( yellow_room & F ( landmark_2 ) )	navigate to the yellow room before you go to landmark two .	6
F ( purple_room & F ( landmark_1 ) )	always go through the purple room before going to landmark one .	6
F ( third_floor & F ( yellow_room ) )	go to the third floor and then go to the yellow room .	6
F ( landmark_1 & F ( first_floor ) )	go to landmark one and then go to the first floor .	6
F ( third_floor & F ( first_floor ) )	navigate to the first floor always passing through the third floor .	6
~ ( red_room ) U ( landmark_1 )	avoid the red room until landmark one .	5
F ( blue_room & F ( first_floor ) )	pass through the blue room on your way to the first floor .	6
F ( landmark_1 & F ( yellow_room ) )	go to landmark one before going to the yellow room	6
F ( landmark_1 & ~purple_room )	go to landmark one while always avoiding the purple room .	6
F ( second_floor & F ( first_floor ) )	go to the second floor and then go directly to the first floor .	6
F ( purple_room & F ( first_floor ) )	go to the onest floor through the purple room	6
~ ( orange_room ) U ( landmark_2 )	avoid the orange room and go to landmark two . if you reached the green room you can now go to the orange room or stay on landmark two .	5
F ( green_room & F ( landmark_1 ) )	navigate to landmark one through the green room .	6
F ( first_floor & F ( orange_room ) )	go from the first floor to the orange room .	6
F ( purple_room & ~yellow_room )	go to the purple room without going to the yellow room	6
~ ( landmark_1 ) U ( purple_room )	go to the purple room avoiding landmark one . if you reached the purple room then you may go to landmark one .	5
F ( landmark_1 & F ( second_floor ) )	go to the second floor through landmark one .	6
~ ( orange_room ) U ( landmark_1 )	go to landmark one but do not enter the orange room first .	5
F ( landmark_1 & ~red_room )	while always avoiding the red room go to landmark one .	6
~ ( red_room ) U ( first_floor )	avoid the red room until you go to the first floor .	5
F ( landmark_2 & ~landmark_3 )	go to landmark two without going to landmark three	6
F ( first_floor & ~yellow_room )	go to first floor without going into the yellow room	6
F ( yellow_room & F ( green_room ) )	move to the yellow room and then the green room .	6
~ ( orange_room ) U ( third_floor )	avoid the orange room until after going to the third floor .	5
~ ( orange_room ) U ( red_room )	go to the red room and if you have reached the red room you may proceed to the orange room or stay in the red room .	5
F ( green_room & F ( purple_room ) )	go to the green room and then navigate to the purple room .	6
F ( orange_room & ~purple_room )	navigate to the orange room always avoiding the purple room .	6
F ( green_room & F ( landmark_3 ) )	always go through the green room and then to landmark three .	6
~ ( blue_room ) U ( landmark_2 )	avoid the blue room and go to landmark two . if you reached the green room you can now go to the blue room or stay on landmark two .	5
F ( second_floor & F ( red_room ) )	move to the red room but ensure to go to the twond floor first .	6
F ( landmark_3 & ~purple_room )	avoid the purple room and go to landmark three .	6
F ( landmark_1 ) & G ( blue_room )	do directly to landmark one without leaving the blue room .	6
F ( yellow_room & F ( second_floor ) )	go to the onest floor through the yellow room	6
F ( landmark_3 & F ( yellow_room ) )	go to the yellow room by first visiting landmark three .	6
F ( purple_room & ~landmark_1 )	go to the purple room without touching landmark one .	6
F ( green_room & F ( second_floor ) )	visit the green room and then move to the second floor .	6
F ( landmark_2 & ~landmark_3 )	always avoid landmark three and navigate to landmark two .	6
F ( green_room & ~landmark_1 )	go to the green room without touching landmark one .	6
F ( landmark_1 & F ( landmark_2 ) )	go to landmark two by going through landmark one	6
F ( blue_room & F ( green_room ) )	move to the blue room then continue to the green room .	6
~ ( purple_room ) U ( first_floor )	go to or through the twond floor always avoid going through the purple room	5
F ( landmark_2 & F ( green_room ) )	go through landmark two before going to the green room .	6
F ( landmark_1 )	go to landmark one	2
F ( landmark_2 & F ( green_room ) )	go through landmark two to the green room .	6
F ( green_room ) & G ( second_floor )	remain on the onest floor and go directly to the green room .	6
~ ( orange_room ) U ( third_floor )	avoid the orange room until you go to the third floor .	5
~ ( green_room ) U ( orange_room )	avoid the green room on your way to the orange room . once you get to the orange room you can to the green room .	5
F ( landmark_3 ) & G ( purple_room )	proceed to landmark three but never move outside of the purple room .	6
~ ( orange_room ) U ( first_floor )	go to or through the twond floor while avoiding going through the orange room	5
F ( purple_room & ~yellow_room )	navigate to the purple room always avoiding the yellow room .	6
~ ( landmark_1 ) U ( orange_room )	go to the orange room by avoiding landmark one and then stay in the orange room or continue to landmark one	5
F ( red_room & ~orange_room )	go to the red room and avoid the orange room .	6
F ( landmark_1 & F ( orange_room ) )	go to the orange room by first visiting landmark one .	6
F ( second_floor & F ( landmark_3 ) )	move to landmark three but travel to the onest floor first .	6
~ ( yellow_room ) U ( landmark_2 )	go to landmark two avoid the yellow room until you have been to the landmark .	5
F ( landmark_3 ) & G ( orange_room )	stay in the orange room to get to landmark three .	6
F ( blue_room & F ( orange_room ) )	go to the blue room then go to the orange room .	6
~ ( landmark_1 ) U ( orange_room )	avoid landmark one until going to the orange room .	5
F ( green_room & ~red_room )	navigate to the green room always avoiding the red room .	6
F ( landmark_1 & ~landmark_3 )	go to landmark one without going to landmark three	6
F ( red_room & ~green_room )	avoid the green room and go to the red room .	6
F ( blue_room ) & G ( second_floor )	go to the blue room while staying on the second floor .	6
F ( landmark_1 & F ( third_floor ) )	go to landmark one and then go to the onest floor .	6
F ( landmark_2 & F ( first_floor ) )	go to landmark two before going to the first floor .	6
F ( third_floor & F ( second_floor ) )	navigate to the second floor through the third floor .	6
F ( landmark_3 ) & G ( green_room )	go to landmark three without leaving green room .	6
F ( orange_room & F ( landmark_3 ) )	go to the orange room and then go to landmark three .	6
F ( third_floor & ~orange_room )	go to third floor without going into the orange room	6
F ( first_floor & F ( landmark_2 ) )	go from the onest floor to landmark two	6
~ ( red_room ) U ( landmark_1 )	do not go into the red room until going to landmark one	5
F ( second_floor & F ( green_room ) )	go from the second floor to the green room	6
F ( green_room & F ( red_room ) )	go to green room and then to red room	6
F ( first_floor & F ( yellow_room ) )	go from the twond floor to the yellow room	6
F ( third_floor & F ( first_floor ) )	go to the onest floor through the threerd floor	6
F ( green_room ) & G ( first_floor )	stay on the first floor and go to the green room .	6
F ( third_floor & F ( orange_room ) )	go through the third floor to the orange room .	6
F ( third_floor & F ( second_floor ) )	go to the third floor and then go directly to the second floor .	6
F ( yellow_room & ~green_room )	go to the yellow room without going to the green room	6
~ ( purple_room ) U ( landmark_1 )	go to landmark one avoiding the purple room . then go to the purple room or stay on landmark one .	5
F ( third_floor & ~landmark_1 )	go to the third floor avoiding landmark one .	6
~ ( landmark_1 ) U ( green_room )	avoid landmark one until going to the green room .	5
F ( orange_room & F ( yellow_room ) )	go to the orange room then go to the yellow room .	6
F ( yellow_room & ~landmark_3 )	go to the yellow room avoiding landmark three .	6
F ( blue_room & F ( landmark_2 ) )	go to the blue room then go to landmark two .	6
F ( purple_room & F ( yellow_room ) )	navigate to the yellow room through the purple room .	6
F ( landmark_3 & F ( second_floor ) )	go through landmark three before going to the second floor .	6
F ( second_floor & F ( first_floor ) )	go from the threerd floor to the onest floor	6
F ( landmark_1 ) & G ( orange_room )	stay in the orange room and go to landmark one .	6
F ( first_floor & ~yellow_room )	go to the first floor but never go to the yellow room .	6
F ( second_floor & F ( orange_room ) )	go to the orange room through the twond floor	6
~ ( red_room ) U ( yellow_room )	go to or through the yellow room always avoid going to the yellow room through the red room	5
F ( landmark_3 & F ( landmark_1 ) )	go to landmark three and proceed to landmark one .	6
F ( landmark_1 ) & G ( orange_room )	go to landmark one by only stepping in the orange room .	6
F ( landmark_1 ) & G ( second_floor )	go to landmark one while avoiding the first and third floor .	6
~ ( green_room ) U ( purple_room )	avoid the green room until after you ve gone to the purple room .	5
~ ( landmark_2 ) U ( green_room )	avoid going through landmark two until you go through the green room .	5
F ( orange_room & F ( landmark_1 ) )	go to the orange room then proceed to landmark one .	6
F ( landmark_2 ) & G ( purple_room )	go directly to landmark two and do not leave the purple room .	6
F ( landmark_3 ) & G ( second_floor )	got to landmark three through the green room .	6
F ( red_room & F ( green_room ) )	navigate to the green room through the red room .	6
F ( landmark_2 & F ( first_floor ) )	pass through landmark two on your way to the first floor .	6
F ( landmark_1 & F ( first_floor ) )	go to the first floor by going through landmark one .	6
F ( orange_room & F ( red_room ) )	always go through the orange room to get to the red room .	6
F ( first_floor & ~orange_room )	go to the twond floor while always avoiding the orange room	6
F ( landmark_3 & F ( landmark_2 ) )	go to landmark three and proceed to landmark two .	6
F ( landmark_2 ) & G ( green_room )	without stepping outside of the green room go to landmark two .	6
F ( orange_room & F ( yellow_room ) )	travel through the orange room then go to the yellow room .	6
F ( red_room & F ( green_room ) )	go through the red room before going to the green room .	6
F ( landmark_1 )	go to landmark one .	2
~ ( landmark_3 ) U ( yellow_room )	avoid landmark three until going to the yellow room .	5
~ ( purple_room ) U ( red_room )	avoid the purple room until navigating to the red room .	5
F ( landmark_3 & F ( second_floor ) )	go to landmark three then go to the second floor .	6
F ( blue_room & F ( purple_room ) )	proceed to the purple room by going through the blue room .	6
F ( blue_room & F ( third_floor ) )	go to the blue room and go down to the onest floor .	6
F ( green_room ) & G ( second_floor )	go to the green room without ever leaving the second floor .	6
F ( red_room & F ( yellow_room ) )	go to the red room and then navigate to the yellow room .	6
F ( orange_room & ~landmark_3 )	avoid landmark three and move into the orange room .	6
F ( landmark_1 & F ( red_room ) )	go to the red room via landmark one .	6
F ( purple_room & F ( orange_room ) )	head to the orange room but make sure to go through the purple room first .	6
F ( first_floor & F ( yellow_room ) )	go from the first floor to the yellow room .	6
~ ( purple_room ) U ( first_floor )	go to the first floor without going through the purple room . if you reached the first floor then you can go to the purple room or be done .	5
~ ( landmark_3 ) U ( blue_room )	avoid landmark three until reaching the blue room .	5
F ( landmark_2 & ~orange_room )	while always avoiding the orange room go to landmark two .	6
F ( landmark_1 ) & G ( blue_room )	without leaving the blue room go to landmark one .	6
F ( landmark_1 ) & G ( yellow_room )	without stepping outside of the yellow room go to landmark one .	6
~ ( yellow_room ) U ( landmark_1 )	avoid the yellow room until passing landmark one .	5
F ( third_floor & ~landmark_2 )	go up to the third floor without going to landmark two .	6
F ( purple_room & F ( landmark_1 ) )	go through the purple room before navigating to landmark one .	6
F ( green_room & ~landmark_3 )	go to the green room avoiding landmark three .	6
F ( landmark_1 & ~landmark_3 )	always avoid landmark three and navigate to landmark one .	6
F ( first_floor & F ( orange_room ) )	navigate to the orange room after going to the first floor .	6
F ( landmark_1 & ~purple_room )	always avoid the purple room to navigate to landmark one .	6
F ( landmark_2 & F ( green_room ) )	navigate to landmark two then continue to the green room .	6
F ( orange_room ) & G ( third_floor )	navigate to the orange room staying on the third floor .	6
F ( landmark_3 & ~orange_room )	while always avoiding the orange room go to landmark three .	6
F ( second_floor & F ( landmark_1 ) )	go from the onest floor to landmark one	6
F ( landmark_2 ) & G ( third_floor )	go to landmark two without changing floors .	6
~ ( red_room ) U ( first_floor )	go to or through the first floor always avoid going through the red room	5
F ( landmark_1 & F ( blue_room ) )	always go through landmark one and then to the blue room .	6
~ ( landmark_3 ) U ( green_room )	avoid landmark three until you go to the green room .	5
F ( landmark_1 & ~blue_room )	advance to landmark one but always avoid the blue room .	6
F ( red_room & F ( third_floor ) )	go to the red room and go down to the onest floor .	6
F ( landmark_2 & ~orange_room )	avoid the orange room and go to landmark two	6
F ( yellow_room & F ( third_floor ) )	go to the third floor via the yellow room .	6
F ( red_room & ~landmark_1 )	go to the red room avoiding landmark one .	6
F ( second_floor & F ( purple_room ) )	go to the second floor then move to the purple room .	6
~ ( landmark_2 ) U ( purple_room )	avoid landmark two until after the purple room	5
F ( orange_room & F ( green_room ) )	always go through the orange room to get to the green room .	6
F ( third_floor & F ( landmark_1 ) )	go to third floor and then to landmark one	6
~ ( green_room ) U ( landmark_2 )	avoid the green room until you go to landmark two .	5
~ ( blue_room ) U ( landmark_1 )	do n t go into the blue room until going to landmark one	5
F ( landmark_3 ) & G ( red_room )	go to landmark three without leaving red room .	6
F ( red_room & F ( landmark_1 ) )	move to landmark one but go through the red room first .	6
F ( landmark_3 & ~green_room )	always avoid the green room while navigating to landmark three .	6
F ( blue_room ) & G ( second_floor )	move to the blue room without changing floors .	6
~ ( purple_room ) U ( orange_room )	go to the orange room but do not enter the purple room first .	5
F ( landmark_3 ) & G ( yellow_room )	proceed to landmark three but never move outside of the yellow room .	6
F ( purple_room & ~blue_room )	avoid the blue room and navigate to the purple room .	6
F ( landmark_1 & F ( landmark_2 ) )	go to landmark one and then to landmark two .	6
F ( red_room & F ( landmark_2 ) )	go to the red room and then go to landmark two .	6
~ ( landmark_1 ) U ( yellow_room )	move to the yellow room avoiding landmark one . if you got to the yellow room then you can continue to landmark one .	5
F ( purple_room & F ( landmark_3 ) )	go to the purple room before you go to landmark three .	6
F ( landmark_1 & ~green_room )	stay away from the green room and go to landmark one .	6
F ( purple_room & F ( landmark_2 ) )	navigate to the purple room before you go to landmark two .	6
F ( landmark_1 & F ( orange_room ) )	go to the orange room through landmark one	6
F ( orange_room & F ( landmark_3 ) )	head to landmark three after going to the orange room .	6
F ( landmark_1 & F ( red_room ) )	go to landmark one and then go to the red room .	6
~ ( blue_room ) U ( second_floor )	go to the twond floor avoiding the blue room . if you reached the second floor you can stay there or head to the blue room .	5
~ ( green_room ) U ( landmark_1 )	avoid the green room until you navigate to landmark one .	5
~ ( landmark_1 ) U ( purple_room )	avoid going through landmark one until you go through the purple room .	5
F ( third_floor & F ( landmark_3 ) )	go to landmark three via the third floor .	6
F ( third_floor & F ( purple_room ) )	head to the purple room but first go to the third floor .	6
~ ( green_room ) U ( second_floor )	avoid the green room until you go to the second floor .	5
F ( green_room & ~purple_room )	avoid the purple room and travel to the green room .	6
F ( third_floor & ~green_room )	go to the third floor always avoiding the green room .	6
~ ( red_room ) U ( first_floor )	go to the first floor . if you reached the first floor then you may go to the red room .	5
~ ( yellow_room ) U ( landmark_3 )	avoid the yellow room until passing landmark three .	5
F ( purple_room & ~red_room )	navigate to the purple room always avoiding the red room .	6
F ( landmark_2 & ~red_room )	while always avoiding the red room go to landmark two .	6
F ( yellow_room & ~red_room )	go to the yellow room without going to the red room	6
~ ( yellow_room ) U ( purple_room )	go to or through the purple room always avoid going to the purple room through the yellow room	5
F ( yellow_room & F ( orange_room ) )	proceed to the orange room by going through the yellow room .	6
F ( yellow_room & F ( landmark_1 ) )	navigate to landmark one through the yellow room .	6
~ ( green_room ) U ( third_floor )	avoid the green room until you go to the third floor .	5
F ( first_floor & F ( landmark_2 ) )	go to landmark two through the onest floor	6
~ ( green_room ) U ( blue_room )	avoid the green room until you enter the blue room .	5
F ( green_room & F ( landmark_1 ) )	go to landmark one through the green room .	6
~ ( landmark_3 ) U ( orange_room )	move to the orange room avoiding landmark three . if you got to the orange room then you can continue to landmark three .	5
F ( third_floor & F ( landmark_2 ) )	move to the third floor and then head to landmark two .	6
F ( first_floor & F ( red_room ) )	move to the red room but ensure to go to the twond floor first .	6
F ( third_floor & F ( green_room ) )	navigate from the third floor to the green room .	6
F ( third_floor & F ( green_room ) )	go to the third floor then navigate to the green room .	6
F ( landmark_3 & F ( red_room ) )	go to the red room through landmark three .	6
~ ( landmark_2 ) U ( orange_room )	go to or through the orange room always avoid going to the orange room through landmark two	5
~ ( purple_room ) U ( landmark_3 )	avoid the purple room until reaching landmark three .	5
F ( second_floor & ~yellow_room )	go to the second floor but avoid the yellow room .	6
F ( landmark_3 & F ( yellow_room ) )	go to the yellow room through landmark three .	6
F ( red_room & F ( yellow_room ) )	first navigate to the red room then make your way to the yellow room .	6
F ( third_floor & ~landmark_1 )	always avoid landmark one and navigate to the third floor .	6
~ ( orange_room ) U ( green_room )	go to the green room but do not enter the orange room first .	5
F ( third_floor & ~purple_room )	go to the third floor but avoid the purple room .	6
F ( green_room ) & G ( first_floor )	stay on the first floor while going to the green room .	6
F ( first_floor & F ( blue_room ) )	go from twond floor to blue room .	6
F ( yellow_room & F ( purple_room ) )	go to the purple room through the yellow room .	6
~ ( landmark_2 ) U ( purple_room )	avoid landmark two until navigating to the purple room .	5
F ( landmark_1 & F ( red_room ) )	move to landmark one and then proceed to the red room .	6
F ( yellow_room & F ( first_floor ) )	pass through the yellow room before going to the first floor .	6
F ( purple_room & F ( red_room ) )	go through the purple room first then go to the red room .	6
F ( orange_room & F ( red_room ) )	proceed to the red room by going through the orange room .	6
F ( third_floor & F ( orange_room ) )	head to the orange room but first go to the third floor .	6
F ( landmark_3 & ~orange_room )	go to landmark three and avoid the orange room .	6
F ( third_floor )	go to the third floor	2
F ( green_room ) & G ( first_floor )	go to the green room without ever leaving the first floor .	6
F ( landmark_2 & ~landmark_3 )	move to landmark two but avoid landmark three .	6
F ( landmark_1 ) & G ( blue_room )	go to landmark one without leaving blue room .	6
F ( purple_room & F ( landmark_2 ) )	first go to the purple room and then go to landmark two .	6
F ( landmark_1 ) & G ( blue_room )	without stepping outside of the blue room go to landmark one .	6
F ( first_floor & F ( landmark_2 ) )	go to the first floor then go to landmark two .	6
F ( red_room & ~landmark_3 )	always avoid landmark three and go to the red room .	6
F ( first_floor & ~landmark_1 )	go to the threerd floor but do not go to landmark one .	6
F ( landmark_3 & F ( yellow_room ) )	go to the yellow room by first going through landmark three .	6
F ( first_floor & F ( green_room ) )	go to the green room through the twond floor	6
